,id,job_title,description,location,employer,date_posted,n_applicants,industries,industries_1,industries_2,employment_type,job_function,job_function_1,seniority_level
0,2496381261,.NET Software-Entwickler (m/w/d),"Zur Verstärkung unseres agil arbeitenden Software-Entwicklungsteams suchen wir zum nächstmöglichen Zeitpunkt einen .NET Software-Entwickler (m/w/d).Ihre Hauptaufgaben:Design, Entwicklung, Test und Dokumentation von neuen und innovativen Komponenten für die DataPhysics Instruments-MessgerätesoftwareEigenständige Realisierung innovativer Softwarekomponenten unter Verwendung von C# .NET sowie die Anbindung von relationalen Datenbanken (MS SQL, MySql)Anforderungsanalyse und -spezifikation, technische Konzeption und Umsetzung neuer Lösungen und Features nach agiler VorgehensweiseMitwirkung bei der Planung und dem Entwurf von Softwarearchitekturen im .NET UmfeldIhr Profil:Erfolgreich abgeschlossenes Studium eines MINT-Faches oder vergleichbare Qualifikation und mindestens 2 Jahre Erfahrung in der Softwareentwicklung mit C# und .NETRoutinierter Umgang mit SQL-basierten Datenbanken wie MS SQL oder alternativ Erfahrungen in der Entwicklung von WebClients mit ASP.NETVon Vorteil sind gute Kenntnisse in EntityFramework und in der digitalen BilderkennungIdealerweise Erfahrung in agiler SoftwareentwicklungSie arbeiten strukturiert und lösungsorientiertFließende Deutsch- und gute Englischkenntnisse in Wort und Schrift runden Ihr Profil abWas diese Stelle Ihnen bietet:Verwendung aktueller Technologien zur eigenverantwortlichen Lösung herausfordernder und abwechslungsreicher AufgabenstellungenKollegiales und respektvolles Arbeitsklima in einem hoch motivierten, agilen TeamKurze Entscheidungswege, die Ihnen Raum für Kreativität und eigene Ideen bietenIhre aussagekräftigen Bewerbungsunterlagen, mit Ihrer Gehaltsvorstellung und frühestmöglichem Eintrittsdatum, senden Sie bitte an Herrn Jens Ole Wund (j.wund@dataphysics-instruments.com), der Ihnen auch gerne für Rückfragen zur Verfügung steht.Show moreShow lessEmployment typeFull-time","Filderstadt, Baden-Württemberg, Germany",DataPhysics Instruments GmbH,2021-08-14,0,,,,Full-time,,,
1,2507740432,Software Engineer,"Direct message the job poster from TRINAMIC Motion Control GmbH & Co.KG I Now Part of Maxim IntegratedKaja von BremenHR Generalist at TRINAMIC Motion Control GmbH & Co.KG I Now Part Of Maxim IntegratedWe're currently looking for software engineers (AMTS, Software & MTS, Software). If you're interested please submit your applications: https://wd1.myworkdaysite.com/recruiting/maximintegratedproducts/MaximCareers/job/GERMANY-HAMBURG/MTS--Software--m-f-d-_R10220https://wd1.myworkdaysite.com/recruiting/maximintegratedproducts/MaximCareers/job/GERMANY-HAMBURG/Software-Engineer--m-f-d-_R10449-1Show moreShow lessEmployment typeFull-time",Greater Hamburg Area,<NOT_GIVEN>,2021-06-14,0,,,,Full-time,,,
2,2455845406,Photovoltaik-Systemintegration Engineer (m/w/d),"Du entwickelst unsere Energielösung und definierst technische Anforderungen für die Massenproduktion  Du leitest die IOT-Entwicklung für unsere Energiesysteme und Zertifizierungsprojekte Du erarbeitest Leistungsverzeichnisse für Zulieferer und Leistungsumfangsdokumente für Nachunternehmer Du hilfst vor Ort und virtuell mit deiner Erfahrung während der Projektdurchführung Du stellst die Erfüllung aller Regularien und Codes bei der Projektimplementierung sicher Du unterstützt die Dokumentation nach der Montage Du hilfst beim Transfer von Know-How an andere Abteilungen Requirements Du hast mindestens einen Bachelorabschluss im Bereich Elektrotechnik oder einem vergleichbaren Studienbereich Du besitzt bereits ein sehr gutes Verständnis für elektronische Systeme und ihre Komponenten Du hast ausgezeichnete Kenntnisse in den Bereichen Leistungselektronik, Kalkulierung und im Testen/Zertifizieren gemäß VDE-Standards Du hast idealerweise schon Erfahrung in der Montage von Solaranlagen Du konntest schon Erfahrung in der Anwendung von PVsyst und/oder Design SW sammeln Du sprichst fließend Englisch und Deutsch, wobei eine dritte Sprache ideal wäre Du hast eine eigenverantwortliche Art zu arbeiten  Du interessierst dich leidenschaftlich für das Gebiet der technologischen Disruption Benefits Die Chance, in einem schnell wachsenden, erfolgreichen und zukunftsorientierten Start-Up dabei zu sein Mitwirken in einem hochdynamischen Umfeld, selbstbestimmtes und eigenverantwortliches Arbeiten und spannende Karrieremöglichkeiten Obst und Getränke Flatrate, Gympass Mitgliedschaft, Firmenhandys & legendäre Teamevents Eine offene Unternehmenskultur, in der Wert auf Transparenz gelegt wirdShow moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionEngineeringInformation TechnologyIndustriesInformation Technology and ServicesInternetStaffing and Recruiting","Berlin, Berlin, Germany",Enpal GmbH,2021-07-14,25 applicants,Information Technology and Services,Internet,Staffing and Recruiting,Full-time,Engineering,Information Technology,Entry level
3,2531443412,Data Engineer (Berlin/Paris),"PriceHubble is a PropTech company, set to radically improve the understanding and transparency of real estate markets based on data-driven insights. We aggregate and analyse a wide variety of data, run big data analytics and use state-of-the-art machine learning to generate high-quality valuations and predictive analytics for the real estate market. We are headquartered in Zürich, with offices in Berlin, Paris, Tokyo and Vienna. We work on international markets and we are backed by world-class investors. We have a startup environment, low bureaucracy, and an international team and business.Your roleData engineers are the central productive force of PriceHubble. You will be given the responsibility for substantial parts of data engineering systems that feed our valuation models for real estate.Your daily challenges will be ranging from mining a wide range and variety of new datasets of all sorts performing large scale spatial data operations Doing so will expose you to a wide variety of tasks ranging from improving our big data infrastructure to generating pipelines to process and expose new data sources.Your MindsetYou are convinced that success in data science is achieved via data-monopolies. You are highly motivated to join an organization committed to building the best in class data-engineering software for acquiring, processing, and enriching real-estate data.The following challenges speak to you gather vast amounts of data about real estate, consolidate, improve, and link these data to generate high-quality datasets, scale data pipelines with global constraints. Responsibilities Extract, cleanup, structure and transform complex raw and processed datasets to extract insights from it Retrieve a wide variety of datasets and integrate them into the data pipeline Create and maintain an efficient data infrastructure Build data enrichment pipelines, using machine-learning when appropriate Continuously provide new ideas to improve our engines and products Requirements MSc in Computer Science or equivalent Proficiency in at least one object-oriented programming language and at least one scripting language; Python is a strong advantage In-depth understanding of basic data structures and algorithms Familiarity with software engineering best practices (clean code, code review, test-driven development, ...) and version control systems Experience with the ETL and data processing tools we’re using is an advantage (PySpark,, Airflow, PostgreSQL...) Working experience with cloud providers (Google cloud, AWS or Azure) Advanced knowledge of relational databases and SQL Experience with Docker and Kubernetes orchestration is a strong advantage Understanding of core machine learning concepts is an advantage Comfortable working in English; you have a great read, good spoken command of it Benefits🕓Flexible work hours👖Casual dress code🍏Free snacks, fruits, coffee, beers, sodas🍺Thursday drinks✈️Relocation package📘L&D program🏢Well-located offices💰Competitive salaryShow moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionInformation TechnologyIndustriesInformation Technology and ServicesComputer SoftwareInternet","Berlin, Berlin, Germany",PriceHubble,2021-07-14,33 applicants,Information Technology and Services,Computer Software,Internet,Full-time,Information Technology,,Entry level
4,2504003268,Software Engineer in Test (f/m/d),"Safran is a world leader in aerospace equipment and systems for commercial, regional and business aircraft, as well as helicopters and space applications. As part of the internationally operating Safran Group, Safran Passenger Innovations Germany GmbH currently employs around 60 people in our office in Wessling, close to Munich. We have consistently prepared our innovative products with the help of our application-based research approach.The successful candidate will be joining the Software and System Testing team designing and creating our next generation of Inflight Entertainment and Connectivity (IFEC) systems. We're looking for a highly motivated and passionate Software Developer in Test who can step up and contribute to that direction on an exciting 2 years mission.As Software Engineer in Test you are responsible for the design, planning and development of test environments for our existing and new avionic products. In your role you will be collaborating with project management to understand and define the test requirements of the product and create the necessary test infrastructure. During development you will be in exchange with other departments to create and implement the necessary testcases as well as additional tools for hardware qualification and production tests. Depending on the scale of the project you might be guiding a team of software test engineers and solving issues and technical questions. In the later stages of the project you will be responsible for test related input on aeronautical qualification documents.Your Tasks Design test concepts and strategies for software test automation Define requirements and test cases for software test automation Plan the test setup and test development Implement automated integration and regression tests with the help of state-of-the-art test methods and tools  Develop test tools for aeronautical qualification and production Guide and coordinate a small team of test developers Document test setup & environment, test cases and results Be enthusiastic about Linux projects! Requirements Successfully completed studies in computer sciences or another comparable study program, or a successfully completed training in a comparable IT profession  3+ years of software and test development experience Experience with automated test environments is advantageous Experience in defining test cases Experience in guiding a small project team is advantageous Very good knowledge of programming and script languages, e.g. Python, C++, Bash IP network skills (packet routing, virtual machines) are advantageous Knowledge of software version control tools, Confluence / JIRA and DOORS are advantageous Very good English communication skills, German communication skills are advantageous Be proactive, organized and a team player BenefitsYou will have the opportunity to contribute to challenging tasks in the field of Aviation and Inflight Entertainment technologies. Be part of an innovation-driven company culture. You will join a highly diverse and international team. Working language is English. You will receive autonomy and creative leeway.What else you can look forward to Flexible working hours in a friendly atmosphere  Open door policy  Training and career development opportunities  Very good traffic connections (train, bus, car, bike). Be in Munich city center in 45 minutes  Live in one of the most culturally vibrant regions of Germany  Enjoy the beautiful with lakes and forests dotted landscape of Upper Bavaria with the Alps next door Live and work where other people spend their holidays  If we sparked your interest, we are looking forward to your application.The employer reserves the right to assign the employee tasks and responsibilities other than the above mentioned, in line with the employee´s qualifications and knowledge and in urgent operational cases, any activity that might occur. As far as possible the employer will consider the interests of its employees.Show moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionEngineeringIndustriesInformation Technology and ServicesComputer SoftwareAviation & Aerospace","Wessling, Bavaria, Germany",<NOT_GIVEN>,2021-09-14,0,Information Technology and Services,Computer Software,Aviation & Aerospace,Full-time,Engineering,,Entry level
0,2547929531,Data Scientist (m/w/d) (Data Scientist),"Data Scientist (m/w/d)dotSource, das sind über 300 Digital Natives mit einer Mission: Kundenbeziehungen digital zu gestalten. Seit 2006 unterstützen wir Unternehmen bei der digitalen Transformation. Ob E-Commerce- und Content-Plattformen, Kundenbeziehungs- und Produktdaten-management oder Digitalmarketing und künstliche Intelligenz: Gemäß dem Anspruch »Digital Success right from the Start« entwickeln und realisieren wir skalierbare Digitalprodukte.6 Gründe, warum DU ein Teil der dotSource werden solltest: Von Beginn an: spannende Projekte mit namhaften Kunden, herausfordernde Aufgaben und Verantwortung. Unser dotSource BootCamp garantiert Dir ein schnelles Onboarding. Du bekommst ständig neue Chancen Dich weiterzuentwickeln und das Wachstum der dotSource aktiv mitzugestalten. Deine Work-Life-Balance liegt uns am Herzen – flexible Arbeitszeiten, Zeitkonto, Fitnessförderung u.v.m. Getränke-Flatrate, Obstkörbe, Tischkicker, regelmäßige Teamevents, Office-Partys – hier herrscht familiäres Feeling. Und das Wichtigste: WIR FREUEN UNS AUF DICH!Das Erwartet Dich− Auswahl und Anpassung von Algorithmen zur Lösung von unternehmerischen Fragestellungen− Adressatengerechte Aufbereitung und Modellierung großer Datenmengen aus vielfältigen Datenquellen− Erstellung und Aufbereitung von Analysen− Anwendung explorativer Verfahren zur Mustererkennung, der Bestimmung von Zusammenhängen und der Identifizierung von Auffälligkeiten− Projekt-Steuerung, beginnend bei der Analyse bis hin zu Umsetzung und WartungDas Bringst Du Mit− Erfolgreich abgeschlossenes wirtschaftswissenschaftliches, ingenieurwissenschaftliches oder informationstechnisches Studium bzw. eine vergleichbare Qualifikation oder Ausbildung− Gute Kenntnisse in den einschlägigen Technologien wie bspw. Java und/ oder PHP, HTML, XML, CSS, JavaScript− Erfahrung in der Arbeit mit Datenstrukturen, -modellen und Datenbanken− Idealerweise Erfahrungen mit Analytics- bzw. Data Mining-Tools sowie Kenntnisse in mathematisch-statistischen MethodenWenn Du es digital magst, dann sende uns Deine Bewerbungsunterlagen per E-Mail an click apply. Für Fragen stehen wir Dir sehr gerne unter click apply jederzeit zur Verfügung.Solltest Du deine Unterlagen gerade nicht zur Hand haben, dann lasse uns einen Link zu deinem XING- oder LinkedIn-Profil zukommen und teile uns mit, warum Du ein Teil der dotSource werden möchtest.Show moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionEngineeringInformation TechnologyIndustriesInformation Technology and ServicesComputer SoftwareInternet","Jena, Thuringia, Germany",dotSource GmbH,2021-05-15,0,Information Technology and Services,Computer Software,Internet,Full-time,Engineering,Information Technology,Entry level
1,2521260599,(Junior) Machine Learning Engineer/Data Scientist f/m/d - HANA Customer Scenario Testing,"Direct message the job poster from SAP  robmm robmm--SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.About the roleWe are looking for highly talented software engineers f/m/d with a strong focus in data science that have a high interest in combining machine learning and software development as machine learning engineers. In your new role you will evaluate and optimize existing machine learning models to gain better results and integrate them into our CI/CD infrastructure. You also have the chance to come up with new innovations to improve the quality of HANA Cloud for our customers and reduce manual efforts.Your profileUniversity degree in computer science or machine learningKnowledge in machine learning and statistical modeling techniquesAnalytical skills and ability of analyzing complex problemsProgramming knowledge in PythonKnowledge of relational databases and SQLExperience with Linux / UnixAbility to work well in a distributed teamVerbal and written working proficiency in German and EnglishBeneficial:Using container technologies (Docker, Rkt, LXC)Experience with cloud computing/orchestration (Mesos, Kubernetes, Terraform)Experience with Python development frameworks (SQLAlchemy, Django, Flask)Experience with hyperscaler machine learning pipelines (Amazon SageMaker, TensorFlow Extended, Azure Machine LearningAbout Customer Scenario TestingThe Customer Scenario Testing team is responsible for delivering best-in-class quality of HANA Cloud by testing customer workload against upcoming versions. To automate the result assessment the team develops tooling based on machine learning techniques that is supposed to run as part of the central SAP HANA CI/CD infrastructure.WHAT YOU GET FROM USSuccess is what you make it. At SAP, we help you make it your own.A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now.SAP'S DIVERSITY COMMITMENTTo harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.Show moreShow lessEmployment typeFull-time","Walldorf, Baden-Württemberg, Germany",<NOT_GIVEN>,2021-08-14,0,,,,Full-time,,,
2,2505089832,Software-Entwickler,"Du entwickelst gerne durchdachte und mächtige APIs und genießt die Struktur von gut objektorientiert entwickelten PHP-Projekten. Dir ist klar, dass man in Zeiten von Smartphones und IoT ressourcenschonend programmieren muss.Du liebst die Reaktivität, die JavaScript-Frameworks heutzutage bieten, und für dich sind ECMAScript und Event-Delegation keine Fremdwörter?Wenn mal eine Apache-Fehler-Seite angezeigt wird, weißt du sofort, wo du nachschauen musst und wenn doch nicht, hast du keine Scheu deine Kollegen um Hilfe zu bitten?Du siehst die Vorzüge von Versionierung in der Entwicklung und könntest dir ein Leben ohne Git nicht mehr vorstellen? Du bist der Meinung, dass ohne Stackoverflow das Programmieren nicht möglich ist?Kurz gesagt: Du fühlst dich im Web wie zu Hause?Dann bist du bei uns genau richtig.Auch wir besitzen das Feuer, alle Möglichkeiten des Webs auszuschöpfen und unseren Kunden die besten Lösungen anzubieten.Um ein Teil unseres Teams zu werden, benötigst du folgende Kenntnisse:Erfolgreich abgeschlossenes Studium der Informatik oder eine abgeschlossene informationstechnologischeBerufsausbildungSehr gute Kenntnisse in der Programmiersprache PHPErfahrung im Umgang mit dem PHP-Framework SymfonyKenntnisse und Verständnis von relationale Datenbanken wie MySQLFundierte Kenntnisse in JavaScriptErfahrung im Umgang mit JS-Frameworks (z.B. Vue, React, Angular)Sehr gute Deutsch- und gute EnglischkenntnisseNeben all diesen fachlichen Voraussetzungen besitzt du auch noch die Fähigkeit im Team zusammen neuen Strategien und Lösungen zu erfassen. Du kannst aber ebenfalls selbstständig arbeiten und versuchst immer die neuesten Features zu entdecken und kennenzulernen.Neue Erkenntnisse teilst du gerne mit deinem Team und versuchst so, diese immer weiter voranzubringen.Deine Aufgaben bei uns:Planung der Struktur verschiedenster WebanwendungenEntwicklung von dynamischen Applikationen im Front- und Backendmit neuesten Web-TechnologienBetreuung und Wartung von umgesetzten ProjektenEntwicklungen von Lösungen für Continuous Deployment und Continuous IntegrationArbeitsort:ChamMünchenShow moreShow lessEmployment typeFull-time","Cham, Bavaria, Germany",Agentur Dreibein,2021-07-14,0,,,,Full-time,,,
3,2494204801,Data Engineer,"12traits is ushering in a new era of experience management by enabling personalization optimized for human potential and health. We enable global leaders and companies of all sizes across the gaming and healthcare industries to create and manage personalized experiences while obtaining a deeper level of audience understanding than ever before through our psychologically-based AI.12traits is the empathy engine of digital experiences. We provide our clients with the right insights and tools which empower them - for the first time in the digital age - to truly resonate with their customers and end users. Our data engineering team is a critical enabler in creating this next generation of digital resonance. We do this by understanding the relationship between neuroassessment-based psychological data and behavioural data at scale using innovative machine learning models that allow us to understand human beings more deeply and sustainably than ever before. As a part of this team, you will work closely with highly experienced engineers, data scientists, psychometricians, researchers, and UX designers.If you want to join a purpose-driven company, thrive on solving challenging problems, are intellectually curious and constantly want to learn as well as grow, enjoy high performance environments, are highly productive compared to your peers and a true team player, then read on and apply - we are looking for you.What You Will Do Integrate data from multiple sources, streamline ingestion of external large datasets containing rich behavioral data Implementation, improvement, and maintenance of our data pipeline, job orchestration as well as deployment Management of our data stores (Bigquery, Cloud Storage, MySQL etc..) Understand existing database architecture and study the needs of the business team to propose new solutions and design Support Data Science use cases as well as deploy and maintain Data Science models Data ingestion jobs to help our data science team be at their best Advising and implementing best practices in multiple technical domains including new value-add opportunities for customers YOUR BACKGROUND Vast experience in engineering with at least 2-3 years as Data Engineer Excellent Python programming skills including the most popular libraries of the Python data stack (pandas, numpy, scipy, etc.) API development skills (Flask, falcon, fastAPI, etc.) Advanced SQL skills, experience with NoSQL and/or relational databases (ability to use Google BigQuery is a plus) Hands-on experience with leading commercial Cloud platforms, preferably GCP Demonstrated ability to build batch and/or streaming processing pipelines (experience with Apache Beam (GCP Dataflow) or Apache Spark a plus) Strong command of data pipeline and workflow management tools (experience with Apache Airflow a plus) High familiarity with Git, Docker, and Kubernetes Successful collaborations with Data Scientists including deployment and maintenance of Data Science models Sound understanding of the Software Development Life Cycle, Disaster Recovery, and Data Resiliency Detail-oriented, with excellent analytical, technical and problem-solving skills Experience in client-facing environments including providing technical support to external parties How You Stand Out Familiarity with Lambda Architecture, GCS, and Bigquery Proven ability to derive and design technical specifications from general product requirements Experience building personalization or recommendation engines Experience with Machine Learning/Data Science Familiarity with and interest in psychometric data Programming skills in Golang Being able to author Apache Airflow DAGs Having used and integrated Google AI APIs Experience using business intelligence tools (Metabase, MS Power BI, Tableau, etc.) Bachelor's degree in Computer Science, engineering, economics, or similar field Experience working in Agile/Scrum environments What We OfferYou will join an international and dedicated team in a growing company, with plenty of opportunities for impact and personal growth. We are working from Berlin in Germany, Los Angeles and Minneapolis in the US, and even Taipei in Taiwan! We enjoy working together and value respect, honesty, and openness. Some of the immediate benefits of working at 12traits are: Top of market compensation Flexible work-schedule State of the art equipment and work station Learning budget & access to curated means of personal development Support with relocation & visa application Flexible work-from-home policy HIRING PROCESSWe are actively hiring despite the pandemic, and we have adapted our processes accordingly. Our team is working in a remote-first fashion, and all interviews will be conducted remotely by default.12traits is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity or expression, sexual orientation, national or ethnic origin, genetics, disability nor age.Show moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionInformation TechnologyIndustriesMarketing and AdvertisingComputer SoftwareInternet","Berlin, Berlin, Germany",12traits,2021-07-14,0,Marketing and Advertising,Computer Software,Internet,Full-time,Information Technology,,Entry level
4,2530999839,Software Entwickler PHP (m/w/d),"Direct message the job poster from wardow.comAlexander MankoHR Generalist bei wardow.comWARDOW.com zeichnet sich durch eine dynamische Unternehmensstruktur, flachen Hierarchien und kurzen Entscheidungswegen aus. Unser Onlineshop erlebt ein starkes Wachstum, welches weitere vielfältige und spannende Projekte ermöglicht. Bei uns triffst du auf eine Kombination aus ambitionierten Ideen, einem unternehmerischen Team und einer unglaublichen Energie und Leidenschaft für unsere Mission: Europaweit führender Onlineanbieter für Premium Taschen, Reisegepäck, Rucksäcke und Accessoires.In unserer Technologie-Abteilung dreht sich alles um Zahlen und Daten. Als erfolgreiches Tech-Unternehmen legen wir große Anforderungen an unsere IT-Prozesse. Modernste Software, effiziente Arbeitsmethoden und ständige Neuerungen tragen hier zum Erfolg maßgeblich mit bei. Wenn Du Lust hast, unsere Kultur mit hohem Leistungsanspruch und partnerschaftlichen Miteinander kennen zu lernen sowie Teil eines zukunftsträchtigen E-Commerce Unternehmens zu sein, dann bewirb Dich bei uns. Zum nächstmöglichen Termin suchen wir Dich zur Verstärkung unseres Teams am Standort Potsdam als:Software Entwickler PHP (m/w/d)DEINE MISSIONGemeinsam mit unserem Team entwickelst Du neue Funktionen für unsere E-Commerce-Plattform (Shop, PIM, ERP, CDP und Datawarehouse)Du hilfst uns dabei unsere Prozesse im Back- und Frontend zu optimieren und zu automatisierenDu unterstützt beim Auf- und Ausbau von Kanälen bzw. Funktionalitäten zur KundenbindungIn einem agilen DevOps Team arbeitest Du mit Git, GitLab und Jenkins auf Windows- und Linux-Servern (Debian/Ubuntu) und nutzt Organisationstools wie JIRADu begleitest Anwendungen von der Planung, der Entwicklung, dem Testen über das Deployment hinaus bis zur regelmäßigen Wartung und dem RefactoringDAS BRAUCHEN WIRAbgeschlossenes Studium der Informatik oder nachgewiesene Kenntnisse im Schreiben moderner, wartbarer und skalierbarer PHP-AnwendungenGute Kenntnisse von relationalen Datenbanken (MySQL/MariaDB & MSSQL) und APIs (REST, SOAP, JSON, XML) ausSehr gute Kenntnisse in PHP; Erfahrung in min. einem gängigen PHP-Framework (Laminas/Zend, Symfony, Laravel o.ä.) wünschenswertIdealerweise Erfahrungen mit Cloud-Umgebungen (AWS S3-Bucket, Lambda, EKS o.ä.), Docker/Kubernetes, Microservices, NodeJS und E-CommerceErfahrung mit der Durchführung von Code-Reviews mit dem Fokus auf Clean Code, Sicherheit sowie PerformancePragmatische und lösungsorientierte Denkweise sowie eine hohe Eigenverantwortung und ausgeprägter TeamgeistDeutsch auf fließendem Niveau und sehr gute EnglischkenntnisseDARAUF FREUST DU DICH BEI UNSSpannende und vielfältige Aufgaben in einem dynamischen und motivierten TeamEin Miteinander, in dem man sich wohlfühlt und wachsen wirdViel Gestaltungsspielraum und Platz für eigene IdeenRegelmäßige FeedbackgesprächeEinen modernen Arbeitsplatz in zentraler Lage ohne unpersönliche GroßraumbürosKostenfreie Sprachkurse, täglich frisches Obst und freie GetränkeRegelmäßige Teamevents, Kickertisch, Tischtennis, PlayStation, Yogakurse und eine aktive LaufgruppeEine Vielzahl von zusätzlichen Vergünstigungen wie z.B. kostenlose Tiefgaragenparkplätze, attraktive Mitarbeiterrabatte etc.Haben wir Dein Interesse geweckt?Dann freuen wir uns auf Deine aussagekräftigen Bewerbungsunterlagen über unser Karriereportal unter jobs.wardow.com. Alternativ kannst Du uns Deine Dokumente per E-Mail (max. 3 MB) an jobs@wardow.com zukommen lassen.WARDOW GmbHStandort PotsdamPotsdamer Centrum für TechnologieDavid-Gilly-Str. 114469 Potsdamjobs@wardow.comhttp://www.wardow.comShow moreShow lessEmployment typeFull-time","Potsdam, Brandenburg, Germany",wardow.com,2021-07-14,0,,,,Full-time,,,
0,2512427356,Android Software Developer - f/m/x,"We are looking for you!Are you enthusiastic about the future of sustainable mobility? You’d like to contribute to the transformation of public transport, making it digital and more attractive? Do you enjoy working towards company goals in a team that is motivated, diverse, and multinational?As the market leader in on-demand technology and mobility services, door2door provides public transport companies with the tools needed for them to implement an autonomous and fully integrated MaaS system. Our technology is already being used in major German cities, regional centers, and rural areas. Our products and services enjoy top ratings.We firmly believe mobility should focus on people, not vehicles, and we take a strong partnership approach with public transport companies. Succeeding together - this is how we live every day.We are a member of the World Economic Forum and number 8 on LinkedIn’s list of top startup employers.About Our TeamYou will be joining the Passenger Team which is responsible for creating the passenger experience and enabling users to use our mobility solutions with ease and confidence. We are building a first-class user experience from searching, through booking and payment all while ensuring accessibility and flexibility.In the team, we use a modern Android stack our software is written entirely in Kotlin, we follow the MVP design pattern to architecture our code, and we make use of delightful tools and frameworks like RxKotlin, Dagger 2 or Retrofit, building our UI components using a flat view hierarchy with ConstraintLayout, and testing our implementations with the help of Robolectric, Mockito and Espresso. We regularly deliver and monitor new releases with CircleCI, Crashlytics and Firebase. We also build awesome iOS apps and backend APIs to support our clients in integrating ridepooling services into their city's transport ecosystem.Requirements Have a passion for shipping a best-in-class mobile app to people worldwide Write code in Kotlin and other languages as a polyglot programmer Comfortably use tools like Git & Android Studio and want to share your expertise Have a big interest in the Future of Mobility and urban transport Prefer truly dynamic & agile software development, with effective collaboration and successful results Enjoy working closely with colleagues in product management, design, and other specialties Appreciate effective use of pair programming, code reviews, automated tests, and continuous integration QualificationsWe require that you  Bring at least 2 years of professional Android development experience Have already helped to deliver at least one Android app to the Play Store or other distribution channel Speak and write confidently in English, our business language Strive to continuously improve in your profession Enjoy collaborating with a multidisciplinary team from diverse backgrounds It would also be nice if you Are interested in the opportunity to contribute to development beyond the Android platformBenefitsJoin a supportive team that pushes you to be your best, making a real difference in the world of Urban Mobility. Driven by our values of Vision, Impact and Collaboration, our unique culture is something you cannot copy/paste!Become part of our multinational team, join the ride and you will gain  Learning Your growth matters! We support your development through our varied learning program offerings  Flexibility & Support  We care about work-life balance with flexible hours, home office, parental support as well as support during life's ups and downs  Work Environment  Multinational, open minded and welcoming atmosphere, plenty of healthy snacks, drinks and coffee to keep you fuelled throughout the day  Location Warm and unspoiled areas in an old factory building in the heart of Berlin, even in times of Covid-19. Our office is fully Covid-19 prepared and conform. Our HQ’s roof terrace is the perfect place to end the week with a drink with Anastasia & Yone  Health and Mental Wellness  Stay fit with our Urban Sports Club Membership and don’t forget your mental health! We also provide access to free therapy and counselling services through Spill  Challenge  Become part of something amazing. With real impact. Now! Check out more of our Perks & Benefits hereFor information about how we handle the personal data of job applicants, please click on the ""door2door website"" link below.Show moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionEngineeringIndustriesInformation Technology and ServicesComputer SoftwareInternet","Berlin, Berlin, Germany",door2door,2021-08-14,0,Information Technology and Services,Computer Software,Internet,Full-time,Engineering,,Entry level
